timestamp,measurement_mm,line,product
2025-04-01 00:00:00,9.7784,LINE_07,PN-4411
2025-04-01 01:00:00,9.8549,LINE_07,PN-4411
2025-04-01 02:00:00,10.1046,LINE_07,PN-4411
2025-04-01 03:00:00,10.2469,LINE_07,PN-4411
2025-04-01 04:00:00,10.0194,LINE_07,PN-4411
2025-04-01 05:00:00,9.8024,LINE_07,PN-4411
2025-04-01 06:00:00,10.0134,LINE_07,PN-4411
2025-04-01 07:00:00,9.8815,LINE_07,PN-4411
2025-04-01 08:00:00,9.8136,LINE_07,PN-4411
2025-04-01 09:00:00,10.2111,LINE_07,PN-4411
2025-04-01 10:00:00,10.161,LINE_07,PN-4411
2025-04-01 11:00:00,10.2671,LINE_07,PN-4411
2025-04-01 12:00:00,9.915,LINE_07,PN-4411
2025-04-01 13:00:00,9.9363,LINE_07,PN-4411
2025-04-01 14:00:00,9.8271,LINE_07,PN-4411
2025-04-01 15:00:00,9.6493,LINE_07,PN-4411
2025-04-01 16:00:00,10.0528,LINE_07,PN-4411
2025-04-01 17:00:00,9.7904,LINE_07,PN-4411
2025-04-01 18:00:00,10.2533,LINE_07,PN-4411
2025-04-01 19:00:00,9.658,LINE_07,PN-4411
2025-04-01 20:00:00,10.1002,LINE_07,PN-4411
2025-04-01 21:00:00,10.083,LINE_07,PN-4411
2025-04-01 22:00:00,10.1775,LINE_07,PN-4411
2025-04-01 23:00:00,10.0002,LINE_07,PN-4411
2025-04-02 00:00:00,10.237,LINE_07,PN-4411
2025-04-02 01:00:00,9.9955,LINE_07,PN-4411
2025-04-02 02:00:00,9.8967,LINE_07,PN-4411
2025-04-02 03:00:00,10.1163,LINE_07,PN-4411
2025-04-02 04:00:00,9.9335,LINE_07,PN-4411
2025-04-02 05:00:00,9.9442,LINE_07,PN-4411
2025-04-02 06:00:00,10.1234,LINE_07,PN-4411
2025-04-02 07:00:00,10.1379,LINE_07,PN-4411
2025-04-02 08:00:00,10.1355,LINE_07,PN-4411
2025-04-02 09:00:00,9.8504,LINE_07,PN-4411
2025-04-02 10:00:00,10.124,LINE_07,PN-4411
2025-04-02 11:00:00,10.0822,LINE_07,PN-4411
2025-04-02 12:00:00,10.4145,LINE_07,PN-4411
2025-04-02 13:00:00,9.8732,LINE_07,PN-4411
2025-04-02 14:00:00,10.1841,LINE_07,PN-4411
2025-04-02 15:00:00,9.6579,LINE_07,PN-4411
2025-04-02 16:00:00,10.1248,LINE_07,PN-4411
2025-04-02 17:00:00,9.6513,LINE_07,PN-4411
2025-04-02 18:00:00,10.1426,LINE_07,PN-4411
2025-04-02 19:00:00,9.8681,LINE_07,PN-4411
2025-04-02 20:00:00,9.5761,LINE_07,PN-4411
2025-04-02 21:00:00,10.2277,LINE_07,PN-4411
2025-04-02 22:00:00,9.9847,LINE_07,PN-4411
2025-04-02 23:00:00,10.3623,LINE_07,PN-4411
2025-04-03 00:00:00,10.2986,LINE_07,PN-4411
2025-04-03 01:00:00,10.0658,LINE_07,PN-4411
2025-04-03 02:00:00,10.0295,LINE_07,PN-4411
2025-04-03 03:00:00,10.298,LINE_07,PN-4411
2025-04-03 04:00:00,10.131,LINE_07,PN-4411
2025-04-03 05:00:00,9.7928,LINE_07,PN-4411
2025-04-03 06:00:00,10.0416,LINE_07,PN-4411
2025-04-03 07:00:00,10.1691,LINE_07,PN-4411
2025-04-03 08:00:00,9.9861,LINE_07,PN-4411
2025-04-03 09:00:00,9.9415,LINE_07,PN-4411
2025-04-03 10:00:00,10.2047,LINE_07,PN-4411
2025-04-03 11:00:00,10.0111,LINE_07,PN-4411
2025-04-03 12:00:00,9.9921,LINE_07,PN-4411
2025-04-03 13:00:00,9.7308,LINE_07,PN-4411
2025-04-03 14:00:00,10.0067,LINE_07,PN-4411
2025-04-03 15:00:00,10.0956,LINE_07,PN-4411
2025-04-03 16:00:00,10.1583,LINE_07,PN-4411
2025-04-03 17:00:00,9.8904,LINE_07,PN-4411
2025-04-03 18:00:00,9.9615,LINE_07,PN-4411
2025-04-03 19:00:00,9.8175,LINE_07,PN-4411
2025-04-03 20:00:00,9.6548,LINE_07,PN-4411
2025-04-03 21:00:00,10.2295,LINE_07,PN-4411
2025-04-03 22:00:00,10.0179,LINE_07,PN-4411
2025-04-03 23:00:00,10.0168,LINE_07,PN-4411
2025-04-04 00:00:00,10.0367,LINE_07,PN-4411
2025-04-04 01:00:00,10.1345,LINE_07,PN-4411
2025-04-04 02:00:00,9.4174,LINE_07,PN-4411
2025-04-04 03:00:00,10.1316,LINE_07,PN-4411
2025-04-04 04:00:00,9.7852,LINE_07,PN-4411
2025-04-04 05:00:00,10.1107,LINE_07,PN-4411
2025-04-04 06:00:00,9.9784,LINE_07,PN-4411
2025-04-04 07:00:00,10.0343,LINE_07,PN-4411
2025-04-04 08:00:00,10.0015,LINE_07,PN-4411
2025-04-04 09:00:00,10.3126,LINE_07,PN-4411
2025-04-04 10:00:00,9.7174,LINE_07,PN-4411
2025-04-04 11:00:00,10.2101,LINE_07,PN-4411
2025-04-04 12:00:00,9.7686,LINE_07,PN-4411
2025-04-04 13:00:00,10.2333,LINE_07,PN-4411
2025-04-04 14:00:00,9.9005,LINE_07,PN-4411
2025-04-04 15:00:00,10.0358,LINE_07,PN-4411
2025-04-04 16:00:00,9.7683,LINE_07,PN-4411
2025-04-04 17:00:00,9.7895,LINE_07,PN-4411
2025-04-04 18:00:00,10.0789,LINE_07,PN-4411
2025-04-04 19:00:00,10.301,LINE_07,PN-4411
2025-04-04 20:00:00,10.1251,LINE_07,PN-4411
2025-04-04 21:00:00,9.9794,LINE_07,PN-4411
2025-04-04 22:00:00,9.9286,LINE_07,PN-4411
2025-04-04 23:00:00,10.0353,LINE_07,PN-4411
2025-04-05 00:00:00,9.937,LINE_07,PN-4411
2025-04-05 01:00:00,10.0833,LINE_07,PN-4411
2025-04-05 02:00:00,10.0816,LINE_07,PN-4411
2025-04-05 03:00:00,9.6334,LINE_07,PN-4411
2025-04-05 04:00:00,9.9688,LINE_07,PN-4411
2025-04-05 05:00:00,10.1074,LINE_07,PN-4411
2025-04-05 06:00:00,10.1556,LINE_07,PN-4411
2025-04-05 07:00:00,10.3745,LINE_07,PN-4411
2025-04-05 08:00:00,10.0349,LINE_07,PN-4411
2025-04-05 09:00:00,10.2624,LINE_07,PN-4411
2025-04-05 10:00:00,9.918,LINE_07,PN-4411
2025-04-05 11:00:00,10.0404,LINE_07,PN-4411
2025-04-05 12:00:00,9.7735,LINE_07,PN-4411
2025-04-05 13:00:00,9.895,LINE_07,PN-4411
2025-04-05 14:00:00,9.6364,LINE_07,PN-4411
2025-04-05 15:00:00,10.0412,LINE_07,PN-4411
2025-04-05 16:00:00,9.9183,LINE_07,PN-4411
2025-04-05 17:00:00,10.2084,LINE_07,PN-4411
2025-04-05 18:00:00,9.8054,LINE_07,PN-4411
2025-04-05 19:00:00,10.0593,LINE_07,PN-4411
2025-04-05 20:00:00,10.1329,LINE_07,PN-4411
2025-04-05 21:00:00,10.0457,LINE_07,PN-4411
2025-04-05 22:00:00,9.9656,LINE_07,PN-4411
2025-04-05 23:00:00,9.9174,LINE_07,PN-4411
2025-04-06 00:00:00,9.7168,LINE_07,PN-4411
2025-04-06 01:00:00,9.5372,LINE_07,PN-4411
2025-04-06 02:00:00,10.0012,LINE_07,PN-4411
2025-04-06 03:00:00,9.8784,LINE_07,PN-4411
2025-04-06 04:00:00,9.6259,LINE_07,PN-4411
2025-04-06 05:00:00,9.971,LINE_07,PN-4411
2025-04-06 06:00:00,10.123,LINE_07,PN-4411
2025-04-06 07:00:00,9.8445,LINE_07,PN-4411
2025-04-06 08:00:00,10.2084,LINE_07,PN-4411
2025-04-06 09:00:00,10.2405,LINE_07,PN-4411
2025-04-06 10:00:00,10.2357,LINE_07,PN-4411
2025-04-06 11:00:00,9.7841,LINE_07,PN-4411
2025-04-06 12:00:00,10.1721,LINE_07,PN-4411
2025-04-06 13:00:00,9.8543,LINE_07,PN-4411
2025-04-06 14:00:00,9.9708,LINE_07,PN-4411
2025-04-06 15:00:00,10.1187,LINE_07,PN-4411
2025-04-06 16:00:00,9.8688,LINE_07,PN-4411
2025-04-06 17:00:00,9.9974,LINE_07,PN-4411
2025-04-06 18:00:00,10.0853,LINE_07,PN-4411
2025-04-06 19:00:00,9.9404,LINE_07,PN-4411
2025-04-06 20:00:00,10.1282,LINE_07,PN-4411
2025-04-06 21:00:00,10.2603,LINE_07,PN-4411
2025-04-06 22:00:00,9.934,LINE_07,PN-4411
2025-04-06 23:00:00,9.6343,LINE_07,PN-4411
2025-04-07 00:00:00,10.2747,LINE_07,PN-4411
2025-04-07 01:00:00,10.137,LINE_07,PN-4411
2025-04-07 02:00:00,10.2568,LINE_07,PN-4411
2025-04-07 03:00:00,9.607,LINE_07,PN-4411
2025-04-07 04:00:00,9.8095,LINE_07,PN-4411
2025-04-07 05:00:00,10.1117,LINE_07,PN-4411
2025-04-07 06:00:00,10.3188,LINE_07,PN-4411
2025-04-07 07:00:00,9.8752,LINE_07,PN-4411
2025-04-07 08:00:00,9.7514,LINE_07,PN-4411
2025-04-07 09:00:00,9.8709,LINE_07,PN-4411
2025-04-07 10:00:00,9.8596,LINE_07,PN-4411
2025-04-07 11:00:00,10.075,LINE_07,PN-4411
2025-04-07 12:00:00,9.9319,LINE_07,PN-4411
2025-04-07 13:00:00,10.2277,LINE_07,PN-4411
2025-04-07 14:00:00,10.4431,LINE_07,PN-4411
2025-04-07 15:00:00,10.2303,LINE_07,PN-4411
2025-04-07 16:00:00,10.0363,LINE_07,PN-4411
2025-04-07 17:00:00,9.686,LINE_07,PN-4411
2025-04-07 18:00:00,10.0398,LINE_07,PN-4411
2025-04-07 19:00:00,10.1032,LINE_07,PN-4411
2025-04-07 20:00:00,9.9776,LINE_07,PN-4411
2025-04-07 21:00:00,9.8434,LINE_07,PN-4411
2025-04-07 22:00:00,9.8779,LINE_07,PN-4411
2025-04-07 23:00:00,10.0385,LINE_07,PN-4411
2025-04-08 00:00:00,10.5395,LINE_07,PN-4411
2025-04-08 01:00:00,9.9498,LINE_07,PN-4411
2025-04-08 02:00:00,9.6638,LINE_07,PN-4411
2025-04-08 03:00:00,9.6282,LINE_07,PN-4411
2025-04-08 04:00:00,9.9083,LINE_07,PN-4411
2025-04-08 05:00:00,10.0786,LINE_07,PN-4411
2025-04-08 06:00:00,9.7634,LINE_07,PN-4411
2025-04-08 07:00:00,10.0188,LINE_07,PN-4411
2025-04-08 08:00:00,10.2407,LINE_07,PN-4411
2025-04-08 09:00:00,9.8669,LINE_07,PN-4411
2025-04-08 10:00:00,10.0232,LINE_07,PN-4411
2025-04-08 11:00:00,10.2472,LINE_07,PN-4411
2025-04-08 12:00:00,9.7893,LINE_07,PN-4411
2025-04-08 13:00:00,9.6412,LINE_07,PN-4411
2025-04-08 14:00:00,10.1652,LINE_07,PN-4411
2025-04-08 15:00:00,10.1571,LINE_07,PN-4411
2025-04-08 16:00:00,9.8169,LINE_07,PN-4411
2025-04-08 17:00:00,9.5152,LINE_07,PN-4411
2025-04-08 18:00:00,9.9042,LINE_07,PN-4411
2025-04-08 19:00:00,9.996,LINE_07,PN-4411
2025-04-08 20:00:00,10.7282,LINE_07,PN-4411
2025-04-08 21:00:00,9.9185,LINE_07,PN-4411
2025-04-08 22:00:00,9.7601,LINE_07,PN-4411
2025-04-08 23:00:00,10.2853,LINE_07,PN-4411
2025-04-09 00:00:00,10.0402,LINE_07,PN-4411
2025-04-09 01:00:00,10.013,LINE_07,PN-4411
2025-04-09 02:00:00,10.1555,LINE_07,PN-4411
2025-04-09 03:00:00,10.0211,LINE_07,PN-4411
2025-04-09 04:00:00,9.6543,LINE_07,PN-4411
2025-04-09 05:00:00,10.1367,LINE_07,PN-4411
2025-04-09 06:00:00,9.9794,LINE_07,PN-4411
2025-04-09 07:00:00,9.7614,LINE_07,PN-4411
2025-04-09 08:00:00,9.8895,LINE_07,PN-4411
2025-04-09 09:00:00,10.3463,LINE_07,PN-4411
2025-04-09 10:00:00,10.0018,LINE_07,PN-4411
2025-04-09 11:00:00,10.0073,LINE_07,PN-4411
2025-04-09 12:00:00,9.9443,LINE_07,PN-4411
2025-04-09 13:00:00,10.3318,LINE_07,PN-4411
2025-04-09 14:00:00,9.7839,LINE_07,PN-4411
2025-04-09 15:00:00,10.3086,LINE_07,PN-4411
2025-04-09 16:00:00,9.9321,LINE_07,PN-4411
2025-04-09 17:00:00,9.8408,LINE_07,PN-4411
2025-04-09 18:00:00,10.0463,LINE_07,PN-4411
2025-04-09 19:00:00,10.099,LINE_07,PN-4411
2025-04-09 20:00:00,9.7482,LINE_07,PN-4411
2025-04-09 21:00:00,10.02,LINE_07,PN-4411
2025-04-09 22:00:00,10.1936,LINE_07,PN-4411
2025-04-09 23:00:00,10.0475,LINE_07,PN-4411
2025-04-10 00:00:00,10.2267,LINE_07,PN-4411
2025-04-10 01:00:00,9.7429,LINE_07,PN-4411
2025-04-10 02:00:00,10.3886,LINE_07,PN-4411
2025-04-10 03:00:00,9.9394,LINE_07,PN-4411
2025-04-10 04:00:00,10.0758,LINE_07,PN-4411
2025-04-10 05:00:00,10.0972,LINE_07,PN-4411
2025-04-10 06:00:00,9.9511,LINE_07,PN-4411
2025-04-10 07:00:00,10.2869,LINE_07,PN-4411
2025-04-10 08:00:00,10.2808,LINE_07,PN-4411
2025-04-10 09:00:00,9.959,LINE_07,PN-4411
2025-04-10 10:00:00,9.8912,LINE_07,PN-4411
2025-04-10 11:00:00,10.1477,LINE_07,PN-4411
2025-04-10 12:00:00,9.6933,LINE_07,PN-4411
2025-04-10 13:00:00,9.9965,LINE_07,PN-4411
2025-04-10 14:00:00,9.985,LINE_07,PN-4411
2025-04-10 15:00:00,10.2441,LINE_07,PN-4411
2025-04-10 16:00:00,9.9252,LINE_07,PN-4411
2025-04-10 17:00:00,10.2881,LINE_07,PN-4411
2025-04-10 18:00:00,10.1246,LINE_07,PN-4411
2025-04-10 19:00:00,9.9989,LINE_07,PN-4411
2025-04-10 20:00:00,10.2748,LINE_07,PN-4411
2025-04-10 21:00:00,9.8732,LINE_07,PN-4411
2025-04-10 22:00:00,10.0271,LINE_07,PN-4411
2025-04-10 23:00:00,9.9436,LINE_07,PN-4411
2025-04-11 00:00:00,10.0428,LINE_07,PN-4411
2025-04-11 01:00:00,9.4623,LINE_07,PN-4411
2025-04-11 02:00:00,9.9322,LINE_07,PN-4411
2025-04-11 03:00:00,10.1161,LINE_07,PN-4411
2025-04-11 04:00:00,9.82,LINE_07,PN-4411
2025-04-11 05:00:00,9.858,LINE_07,PN-4411
2025-04-11 06:00:00,9.7589,LINE_07,PN-4411
2025-04-11 07:00:00,10.2621,LINE_07,PN-4411
2025-04-11 08:00:00,10.1383,LINE_07,PN-4411
2025-04-11 09:00:00,9.934,LINE_07,PN-4411
2025-04-11 10:00:00,9.6162,LINE_07,PN-4411
2025-04-11 11:00:00,9.6398,LINE_07,PN-4411
2025-04-11 12:00:00,10.0756,LINE_07,PN-4411
2025-04-11 13:00:00,9.8583,LINE_07,PN-4411
2025-04-11 14:00:00,10.1487,LINE_07,PN-4411
2025-04-11 15:00:00,9.7618,LINE_07,PN-4411
2025-04-11 16:00:00,9.8407,LINE_07,PN-4411
2025-04-11 17:00:00,10.1639,LINE_07,PN-4411
2025-04-11 18:00:00,10.0007,LINE_07,PN-4411
2025-04-11 19:00:00,10.3267,LINE_07,PN-4411
2025-04-11 20:00:00,9.8725,LINE_07,PN-4411
2025-04-11 21:00:00,9.5631,LINE_07,PN-4411
2025-04-11 22:00:00,10.1074,LINE_07,PN-4411
2025-04-11 23:00:00,9.8557,LINE_07,PN-4411
2025-04-12 00:00:00,10.1487,LINE_07,PN-4411
2025-04-12 01:00:00,9.7582,LINE_07,PN-4411
2025-04-12 02:00:00,9.8817,LINE_07,PN-4411
2025-04-12 03:00:00,10.3754,LINE_07,PN-4411
2025-04-12 04:00:00,10.0107,LINE_07,PN-4411
2025-04-12 05:00:00,10.3428,LINE_07,PN-4411
2025-04-12 06:00:00,10.0344,LINE_07,PN-4411
2025-04-12 07:00:00,9.8953,LINE_07,PN-4411
2025-04-12 08:00:00,10.0286,LINE_07,PN-4411
2025-04-12 09:00:00,10.1785,LINE_07,PN-4411
2025-04-12 10:00:00,10.0256,LINE_07,PN-4411
2025-04-12 11:00:00,10.0016,LINE_07,PN-4411
2025-04-12 12:00:00,9.7447,LINE_07,PN-4411
2025-04-12 13:00:00,10.3073,LINE_07,PN-4411
2025-04-12 14:00:00,10.2165,LINE_07,PN-4411
2025-04-12 15:00:00,9.8284,LINE_07,PN-4411
2025-04-12 16:00:00,9.7432,LINE_07,PN-4411
2025-04-12 17:00:00,10.0944,LINE_07,PN-4411
2025-04-12 18:00:00,9.8986,LINE_07,PN-4411
2025-04-12 19:00:00,10.1108,LINE_07,PN-4411
2025-04-12 20:00:00,10.0789,LINE_07,PN-4411
2025-04-12 21:00:00,10.1735,LINE_07,PN-4411
2025-04-12 22:00:00,9.7451,LINE_07,PN-4411
2025-04-12 23:00:00,10.0877,LINE_07,PN-4411
2025-04-13 00:00:00,9.7689,LINE_07,PN-4411
2025-04-13 01:00:00,9.8921,LINE_07,PN-4411
2025-04-13 02:00:00,9.9303,LINE_07,PN-4411
2025-04-13 03:00:00,10.0917,LINE_07,PN-4411
2025-04-13 04:00:00,10.2737,LINE_07,PN-4411
2025-04-13 05:00:00,9.9794,LINE_07,PN-4411
2025-04-13 06:00:00,10.2534,LINE_07,PN-4411
2025-04-13 07:00:00,10.0224,LINE_07,PN-4411
2025-04-13 08:00:00,9.5855,LINE_07,PN-4411
2025-04-13 09:00:00,10.3227,LINE_07,PN-4411
2025-04-13 10:00:00,10.1743,LINE_07,PN-4411
2025-04-13 11:00:00,10.0678,LINE_07,PN-4411
2025-04-13 12:00:00,9.728,LINE_07,PN-4411
2025-04-13 13:00:00,10.0615,LINE_07,PN-4411
2025-04-13 14:00:00,9.8802,LINE_07,PN-4411
2025-04-13 15:00:00,10.3451,LINE_07,PN-4411
2025-04-13 16:00:00,9.7601,LINE_07,PN-4411
2025-04-13 17:00:00,10.4522,LINE_07,PN-4411
2025-04-13 18:00:00,9.9954,LINE_07,PN-4411
2025-04-13 19:00:00,9.8712,LINE_07,PN-4411
2025-04-13 20:00:00,9.7143,LINE_07,PN-4411
2025-04-13 21:00:00,10.1551,LINE_07,PN-4411
2025-04-13 22:00:00,10.0444,LINE_07,PN-4411
2025-04-13 23:00:00,10.0866,LINE_07,PN-4411
2025-04-14 00:00:00,10.1076,LINE_07,PN-4411
2025-04-14 01:00:00,10.1497,LINE_07,PN-4411
2025-04-14 02:00:00,9.8748,LINE_07,PN-4411
2025-04-14 03:00:00,10.0547,LINE_07,PN-4411
2025-04-14 04:00:00,10.0162,LINE_07,PN-4411
