timestamp,line,measurement_mm
2026-05-01 00:00:00,L1,10.048965912331251
2026-05-01 00:00:00,L2,9.936960807208624
2026-05-01 00:00:00,L3,10.02186918714183
2026-05-01 01:00:00,L1,10.007441624828584
2026-05-01 01:00:00,L2,9.689945379336322
2026-05-01 01:00:00,L3,10.131751772326218
2026-05-01 02:00:00,L1,10.040018238183361
2026-05-01 02:00:00,L2,10.211880419301432
2026-05-01 02:00:00,L3,9.769070837312343
2026-05-01 03:00:00,L2,10.262699541306127
2026-05-01 03:00:00,L3,9.899086207988873
2026-05-01 03:00:00,L1,10.002156562610748
2026-05-01 04:00:00,L3,10.117785444594725
2026-05-01 04:00:00,L1,10.063398986177157
2026-05-01 04:00:00,L2,9.819595486216466
2026-05-01 05:00:00,L3,9.856735776927591
2026-05-01 05:00:00,L1,9.898846385620303
2026-05-01 05:00:00,L2,9.837532368369255
2026-05-01 06:00:00,L3,9.991659021665178
2026-05-01 06:00:00,L2,10.049697377268554
2026-05-01 06:00:00,L1,9.964575717393249
2026-05-01 07:00:00,L2,10.136682457749124
2026-05-01 07:00:00,L3,10.067333801688676
2026-05-01 07:00:00,L1,9.934655001707567
2026-05-01 08:00:00,L2,10.050163635198597
2026-05-01 08:00:00,L3,9.948759771802967
2026-05-01 08:00:00,L1,9.967829837193554
2026-05-01 09:00:00,L3,9.981247466472922
2026-05-01 09:00:00,L1,10.055422094055725
2026-05-01 09:00:00,L2,10.220985223706053
2026-05-01 10:00:00,L1,9.979389624616342
2026-05-01 10:00:00,L2,9.872517648685191
2026-05-01 10:00:00,L3,10.154986782848425
2026-05-01 11:00:00,L1,9.8358703889728
2026-05-01 11:00:00,L2,9.964459896303728
2026-05-01 11:00:00,L3,10.142678256400075
2026-05-01 12:00:00,L2,9.687662112461082
2026-05-01 12:00:00,L3,10.103588423047906
2026-05-01 12:00:00,L1,9.971167637845088
2026-05-01 13:00:00,L3,9.988752808855024
2026-05-01 13:00:00,L1,10.114700235095967
2026-05-01 13:00:00,L2,9.750479682895879
2026-05-01 14:00:00,L3,10.109591582890953
2026-05-01 14:00:00,L1,9.955015275676075
2026-05-01 14:00:00,L2,10.056224819015084
2026-05-01 15:00:00,L1,9.969007651482434
2026-05-01 15:00:00,L2,9.904891729858155
2026-05-01 15:00:00,L3,10.012756822827638
2026-05-01 16:00:00,L2,9.99527628331081
2026-05-01 16:00:00,L3,9.87691335939783
2026-05-01 16:00:00,L1,10.17400619960222
2026-05-01 17:00:00,L2,10.124160517811376
2026-05-01 17:00:00,L3,9.925026414945341
2026-05-01 17:00:00,L1,9.819037728312646
2026-05-01 18:00:00,L2,9.880557589033256
